.shanghai20110304.txt|数据制作: BusLineDataSpider|作者: 小超(ourloveliness@gmail.com)|更新日期: 2011-3-4 21:55:04

轨道交通1号线 富锦路-友谊西路-宝安公路-共富新村-呼兰路-通河新村-共康路-彭浦新村-汶水路-上海马戏城-延长路-中山北路-上海火车站-汉中路-新闸路-人民广场-黄陂南路-陕西南路-常熟路-衡山路-徐家汇-上海体育馆-漕宝路-上海南站-锦江乐园-莲花路-外环路-莘庄:{      } 轨道交通 富锦路05：30-22：30 莘庄05:30-22:32 多级票价：3—7元 上海地铁
轨道交通2号线 浦东国际机场-海天三路-远东大道-凌空路-川沙-华夏东路-创新中路-唐镇-广兰路-金科路-张江高科-龙阳路-世纪公园-上海科技馆-世纪大道-东昌路-陆家嘴-南京东路-人民广场-南京西路-静安寺-江苏路-中山公园-娄山关路-威宁路-北新泾-淞虹路-虹桥2号航站楼-虹桥火车站-徐泾东:{      } 轨道交通 广兰路05:30-22:45 徐泾东05:30-22:45 多级票价：3—9元 上海地铁
轨道交通3号线 上海南站-石龙路-龙漕路-漕溪路-宜山路-虹桥路-延安西路-中山公园-金沙江路-曹杨路-镇坪路-中潭路-上海火车站-宝山路-东宝兴路-虹口足球场-赤峰路-大柏树-江湾镇-殷高西路-长江南路-淞发路-张华浜-淞滨路-水产路-宝杨路-友谊路-铁力路-江杨北路:{      } 轨道交通 上海南站05：25-22：30 江杨北路05：25-22：35 多级票价：3—6元 上海地铁
轨道交通4号线 宜山路-虹桥路-延安西路-中山公园-金沙江路-曹杨路-镇坪路-中潭路-上海火车站-宝山路-海伦路-临平路-大连路-杨树浦路-浦东大道-世纪大道-浦电路-蓝村路-塘桥-南浦大桥-西藏南路-鲁班路-大木桥路-东安路-上海体育场-上海体育馆-宜山路:{      } 轨道交通 宜山路 双向05：30-22：30 多级票价：3—4元 上海地铁
轨道交通5号线 莘庄-春申路-银都路-颛桥-北桥-剑川路-东川路-金平路-华宁路-文井路-闵行开发区:{      } 轨道交通 莘庄06:00-22:30 闵行开发区06:00-22:00 多级票价：2－3元 上海地铁
轨道交通6号线 港城路-外高桥保税区北-航津路-外高桥保税区南-洲海路-五洲大道-东靖路-巨峰路-五莲路-博兴路-金桥路-云山路-德平路-北洋泾路-民生路-源深体育中心-世纪大道-浦电路-蓝村路-上海儿童医学中心-临沂新村-高科西路-东明路-高青路-华夏西路-上南路-灵岩南路:{      } 轨道交通 港城路05：30-22：30 灵岩南路05：32-22：32 多级票价：3—6元 上海地铁
轨道交通7号线 花木路-龙阳路-芳华路-锦绣路-杨高南路-高科西路-云台路-耀华路-长清路-后滩-船厂路-东安路-肇嘉浜路-常熟路-静安寺-昌平路-长寿路-镇坪路-岚皋路-新村路-大华三路-行知路-大场镇-场中路-上大路-南陈路-上海大学-顾村公园-罗南新村-美兰湖:{      } 轨道交通 花木路05:30-22:00 美兰湖06:00-22:00 多级票价：3—6元 上海地铁
轨道交通8号线 航天博物馆-联航路-江月路-浦江镇-芦恒路-凌兆新村-杨思-成山路-耀华路-西藏南路-陆家浜路-老西门-大世界-人民广场-曲阜路-中兴路-西藏北路-虹口足球场-曲阳路-四平路-鞍山新村-江浦路-黄兴路-延吉中路-黄兴公园-翔殷路-嫩江路-市光路:{      } 轨道交通 航天博物馆05：30—22：30 市光路05:30—22：30 多级票价：3—6元 上海地铁
轨道交通9号线 杨高中路-世纪大道-商城路-小南门-陆家浜路-马当路-打浦桥-嘉善路-肇嘉浜路-徐家汇-宜山路-桂林路-漕河泾开发区-合川路-星中路-七宝-中春路-九亭-泗泾-佘山-洞泾-松江大学城-松江新城:{      } 轨道交通 杨高中路05：30—22：30 松江新城05：50—22：00 多级票价：3—7元 上海地铁
轨道交通10号线支线 新江湾城-殷高东路-三门路-江湾体育场-五角场-国权路-同济大学-四平路-邮电新村-海伦路-四川北路-天潼路-南京东路-豫园-老西门-新天地-陕西南路-上海图书馆-交通大学-虹桥路-宋园路-伊犁路-水城路-龙溪路-龙柏新村-紫藤路-航中路:{      } 轨道交通 新江湾城05:30—21:55 航中路05:30—21:55 多级票价：3—6元 上海地铁
轨道交通10号线主线 新江湾城-殷高东路-三门路-江湾体育场-五角场-国权路-同济大学-四平路-邮电新村-海伦路-四川北路-天潼路-南京东路-豫园-老西门-新天地-陕西南路-上海图书馆-交通大学-虹桥路-宋园路-伊犁路-水城路-龙溪路-上海动物园-虹桥1号航站楼-虹桥2号航站楼-虹桥火车站:{      } 轨道交通 新江湾城05:35-22:00 虹桥火车站05:55-22:00 多级票价：3—6元 上海地铁
轨道交通11号线支线 江苏路-隆德路-曹杨路-枫桥路-真如-上海西站-李子园-祁连山路-武威路-桃浦新村-南翔-马陆-嘉定新城-上海赛车场-上海汽车城-安亭:{      } 轨道交通 江苏路06:09-21:55 安亭05:37-21:32 多级票价：3—6元 上海地铁
轨道交通11号线主线 江苏路-隆德路-曹杨路-枫桥路-真如-上海西站-李子园-祁连山路-武威路-桃浦新村-南翔-马陆-嘉定新城-白银路-嘉定西-嘉定北:{      } 轨道交通 江苏路06：00-22：00 嘉定北05:38-21:43 多级票价：3—6元 上海地铁
18路 南浦大桥(沪军营路中山南路)-南浦大桥(中山南路陆家浜路)-中山南路南车站路-中山南路西藏南路-市九医院(制造局路瞿溪路)-制造局路斜土路-斜桥(制造局路陆家浜路)-建国新路方斜路-老西门(西藏南路肇周路)-西藏南路淮海东路-人民广场(西藏中路福州路)-西藏中路北京东路-西藏北路海宁路-天目东路山西北路-宝山路鸿兴路-东江湾路同心路-鲁迅公园:{      } 常规线路 南浦大桥（沪军营路）：05:00—23:00  鲁迅公园：05:00—23:00 本线空调车  单一票价：2.00元 巴士新新
19路 唐山路通北路-周家嘴路大连路-保定路周家嘴路-唐山路安国路-唐山路公平路-唐山路高阳路-唐山路新建路-汉阳路桥(汉阳路溧阳路)-汉阳路吴淞路-天潼路四川北路-天潼路河南北路-河南路桥(北京东路河南中路)-北京东路福建中路-新闸路西藏中路-新闸路地铁站-新闸路石门二路-新闸路泰兴路-江宁路康定路-江宁路海防路-江宁路安远路-普陀路江宁路:{      } 常规线路 唐山路通北路：04:45—22:45  普陀路江宁路：05:30—23:30 本线空调车  单一票价：2.00元 巴士电车
20路 九江路外滩(九江路中山东一路)-九江路江西中路-九江路福建中路-九江路黄河路-南京西路西藏中路-南京西路成都北路-上海电视台(南京西路青海路)-南京西路石门一路-南京西路陕西北路-静安寺(南京西路华山路)-北京西路乌鲁木齐北路-愚园路镇宁路-愚园路江苏路-愚园路安西路-中山公园(长宁路安西路):{      } 常规线路 九江路外滩(九江路中山东一路）：05:00—23:30  中山公园（长宁路安西路）：05:00—23:15 本线空调车  单一票价：2.00元 巴士电车
21路 静安寺(赵家桥路)-北京西路常德路-北京西路陕西北路-北京西路泰兴路-北京西路成都北路-北京东路西藏中路-北京东路福建中路-北京东路江西中路-四川中路香港路-四川北路武昌路-四川北路虬江路-四川北路横浜桥-甜爱路山阴路-鲁迅公园-虹口足球场-中山北一路广中路-广中路水电路-凉城路广灵二路-广灵四路广粤路-广粤路汶水东路-广粤路车站北路-广粤路丰镇路:{      } 常规线路 静安寺赵家桥路05：00—22：30 广粤路丰镇路05：00—23：00  本线空调车  单一票价：2.00元 巴士电车
22路 闵行路长治路(白渡桥)-东大名路旅顺路-东大名路公平路-霍山路舟山路-长阳路大连路-长阳路辽阳路-长阳路许昌路-长阳路江浦路-长阳路兰州路-长阳路黄兴路-长阳路临青路-长阳路宁武路-长阳路内江路-内江路周家嘴路-巴士电车内江场(招呼站)-内江路控江路-长白路敦化路-长白路图们路:{      } 常规线路 闵行路长治路05:15-23:00 长白路图们路04:45-22:40 本线空调车  单一票价：2.00元 巴士电车
23路 西藏南路中山南路-市九医院(制造局路瞿溪路)-制造局路斜土路-斜桥(制造局路陆家浜路)-建国新路方斜路-老西门(西藏南路肇周路)-西藏南路淮海东路-金陵中路龙门路-武胜路黄陂北路-威海路石门一路-石门一路南京西路-江宁路南京西路-武定路江宁路-武定路西康路-武定路常德路-武定路延平路-武定路万春街-忻康里(康定路万航渡路):{      } 常规线路 中山南一路西藏南路05:00-23:00 忻康里05:00-23:00 本线空调车  单一票价：2.00元 巴士电车
24路 豆市街复兴东路-豫园(复兴东路光启路)-老西门(复兴东路中华路)-复兴中路吉安路-复兴中路黄陂南路-复兴中路重庆南路-复兴中路瑞金二路-瑞金二路淮海中路-瑞金一路延安中路-石门一路南京西路-南京西路陕西北路-西康路新闸路-西康路康定路-西康路海防路-西康路长寿路-澳门路常德路-长寿新村(常德路澳门路):{      } 常规线路 豆市街复兴东路：05:00—23:00  长寿新村（常德路澳门路）：05:00—23:20 本线空调车  单一票价：2.00元 巴士电车
25路 南崇明路崇明支路-天潼路河南北路-河南北路海宁路-海宁路四川北路-海宁路吴淞路-汉阳路桥(汉阳路梧州路)-唐山路新建路-唐山路公平路-唐山路安国路-唐山路大连路-大连路长阳路-平凉路大连路-平凉路通北路-平凉路怀德路-平凉路兰州路-平凉路眉州路-平凉路宁国路-平凉路临青路-平凉路宁武路-平凉路隆昌路-平凉路贵阳路-平凉路定海路-平凉路军工路:{      } 常规线路 南崇明路崇明支路05:00—23:00 平凉路军工路05:00—23:00 本线空调车  单一票价：2.00元 巴士电车
26路 广元西路虹桥路-虹桥路凯旋路-淮海西路凯旋路-淮海西路左家宅(胸科医院)-淮海西路番禺路-淮海中路武康路-淮海中路高安路-淮海中路乌鲁木齐中路-常熟路淮海中路-长乐路富民路-长乐路陕西南路-金陵西路重庆南路-金陵中路普安路-金陵东路浙江南路-金陵东路紫金路-金陵东路外滩(金陵东路中山东二路)-新开河(中山东二路新开河路):{      } 常规线路 广元西路虹桥路05:30—22:45  新开河05:30—22:45 本线空调车  单一票价：2.00元 巴士新新
28路 提篮桥(惠民路杨树浦路)-临潼路杨树浦路-杨树浦路大连路-杨树浦路许昌路-杨树浦路江浦路-杨树浦路眉州路(杨树浦桥)-杨树浦路松潘路-杨树浦路临青路-杨树浦路宁武路-杨树浦路隆昌路-隆昌路平凉路-隆昌路长阳路-隆昌路周家嘴路-隆昌路控江路-营口路靖宇中路-营口路佳木斯路-营口路国顺东路-营口路安波路-中原路翔殷路-中原路民星路-中原路国和路-国和路包头路-包头路嫩江路:{      } 常规线路 提篮桥（惠民路杨树浦路）：04:40—23:00　包头路嫩江路：05:15—23:00  本线空调车  单一票价：2.00元 巴士电车
33路 新开河(中山东二路新开河路)-中山东一路南京东路(南京东路外滩)-白渡桥(大名路天潼路)-东大名路旅顺路-东大名路海门路-霍山路舟山路-长阳路大连路-长阳路辽阳路-长阳路许昌路-长阳路江浦路-长阳路兰州路-长阳路眉州路-长阳路黄兴路-黄兴路长阳路-周家嘴路黄兴路-周家嘴路双阳路-周家嘴路内江路-周家嘴路爱国路-周家嘴路军工路:{      } 常规线路 中山东二路新开河路04：30—23：45 周家嘴路军工路04：30—23：30 本线空调车  单一票价：2.00元 巴士电车
36路 卢浦大桥(鲁班路龙华东路)-鲁班路瞿溪路-鲁班路斜土路-重庆南路建国中路-重庆南路复兴中路-成都北路延安中路-成都北路南京西路-新闸路石门二路-新闸路江宁路-江宁路康定路-陕西北路海防路-陕西北路安远路-长寿路西康路-长寿路常德路-长寿路叶家宅路-武宁新村(东新路武宁路)-东新路光复西路:{      } 常规线路 卢浦大桥（鲁班路龙华东路）05：00—22：45  东新路光复西路05：00—22：45 本线空调车  单一票价：2.00元 巴士电车
37路 静安寺(赵家桥路)-南京西路陕西北路-上海电视台(南京西路青海路)-南京西路西藏中路-九江路福建中路-南京东路江西中路-中山东一路南京东路(南京东路外滩)-白渡桥(大名路天潼路)-东大名路旅顺路-东大名路公平路-提篮桥(杨树浦路惠民路)-平凉路临潼路-平凉路通北路-平凉路怀德路-扬州路齐齐哈尔路:{      } 常规线路 静安寺05:20-22:30 扬州路齐齐哈尔路05:30-23:00 本线空调车  单一票价：2.00元 巴士电车
40路 乌鲁木齐北路延安西路-静安寺(华山路南京西路)-胶州路北京西路-胶州路康定路-胶州路余姚路-长寿路叶家宅路-武宁新村(武宁路凯旋北路)-陆家宅(武宁路中山北路)-和平新村(岚皋路岚皋西路)-石泉路岚皋路-石泉路汉阴路(棉纺新村)-甘泉路志丹路-子长路延长西路-宜川二村(延长西路宜川路)-延长西路沪太路-沪太路新村路-大宁路运城路-大宁路万荣路-共和新路延长路-闸北公园(共和新路洛川中路)-共和新路中山北路-芷江西路共和新路-大统路中山北路:{      } 常规线路 乌鲁木齐北路延安西路05:00-23:30 大统路中山北路04:55-22:45 本线空调车  单一票价：2.00元 巴士五汽
41路 龙华(龙华西路龙华路)-龙华路华容路-华容路双峰路-双峰路中山南二路-中山南二路宛平南路-中山南二路船厂路-中山南二路大木桥路-瑞金南路瞿溪路-打浦桥(瑞金南路斜土路)-瑞金医院(瑞金二路永嘉路)-瑞金二路复兴中路-瑞金一路淮海中路-石门一路延安中路-石门一路南京西路-石门二路山海关路-恒丰路汉中路-上海火车站天目中路-天目中路晋元路-康乐路天目东路:{      } 常规线路 龙华04:15-23:00 康乐路天目东路04:45-23:15 本线空调车  单一票价：2.00元 巴士二汽
42路 上海体育馆-漕溪北路裕德路-建国西路宛平南路-建国西路乌鲁木齐南路-建国西路岳阳路-襄阳南路建国西路-襄阳南路永嘉路-襄阳公园(襄阳南路淮海中路)-淮海中路思南路-淮海中路嵩山路-淮海东路西藏南路-老北门(人民路河南南路)-汉口路四川中路-汉口路中山东一路(汉口路外滩):{      } 常规线路 上海体育馆04:45-23:35  汉口路中山东一路04:50-23:37 本线空调车  单一票价：2.00元 巴士新新
43路 虹漕南路江安路-虹漕南路浦北路-钦州南路虹漕南路-上海师大(桂林路冠生园路)-桂林路漕宝路-漕宝路习勤路-漕河泾(漕宝路漕溪路)-漕溪路田林东路-漕溪北路裕德路-徐家汇漕溪北路-肇嘉浜路天平路(徐家汇)-肇嘉浜路东安路-肇嘉浜路枫林路-肇嘉浜路大木桥路-打浦桥(徐家汇路瑞金南路)-徐家汇路黄陂南路-斜桥(陆家浜路制造局路)-陆家浜路大兴街-陆家浜路海潮路-南浦大桥(中山南路陆家浜路):{      } 常规线路 虹漕南路江安路04:15-23:15 南浦大桥04:15-23:08 本线空调车  单一票价：2.00元 巴士二汽
44路 龙华西路龙恒路-龙华(龙华西路龙华路)-龙华路华容路-宛平南路龙华路-龙华医院(宛平南路零陵路)-宛平南路斜土路-肇嘉浜路天平路(徐家汇)-华山路广元路-交通大学(华山路康平路)-华山路湖南路(幸福村)-江苏路延安西路-江苏路愚园路-江苏北路长宁路-曹杨路谈家渡路-曹杨路白玉路-中山北路曹杨路-曹杨五村(梅岭支路梅岭南路)-兰溪路梅岭南路-枣阳路杏山路-杨柳青路枣阳路-大渡河路金沙江路(虬江村)-云岭东路大渡河路-云岭东路泸定路-光复西路丹巴路:{      } 常规线路 龙华西路龙恒路05:00-23:10 光复西路丹巴路04:50-23:15 本线空调车  单一票价：2.00元 巴士四汽
45路 南浦大桥(沪军营路中山南路)-南浦大桥(中山南路陆家浜路)-中山南路南车站路-中山南路西藏南路-中山南一路鲁班路-中山南一路打浦路-大木桥路中山南二路-大木桥路斜土路-肇嘉浜路大木桥路-襄阳南路建国西路-襄阳南路永嘉路-襄阳公园(襄阳南路淮海中路)-淮海中路常熟路-华山路延安中路-静安寺(华山路南京西路)-武宁南路万航渡路-曹家渡(万航渡路康定路):{      } 常规线路 南浦大桥05:05-23:00 曹家渡05:05-23:10 本线空调车  单一票价：2.00元 巴士三汽
46路 人民广场(武胜路延安东路)-西藏中路北京东路-西藏北路海宁路-天目中路晋元路-共和新路中华新路-共和新路柳营路-闸北公园(共和新路洛川中路)-共和新路广中路-共和新路彭江路-共和新路汶水路-共和新路江场路-共和新路闻喜路-临汾路共和新路-岭南路临汾路-岭南路保德路:{      } 常规线路 人民广场武胜路05:00-24:10 岭南路保德路04:30-24:05 本线空调车  单一票价：2.00元 巴士五汽
47路 惠民路保定路-保定路长阳路-保定路周家嘴路-公平路周家嘴路-临平路张家巷-临平北路四平路-溧阳路宝安路-甜爱路山阴路-鲁迅公园-东宝兴路中兴路-东宝兴路芷江中路-中山北路西宝兴路-中山北路共和新路-中山北路普善路-中山北路交通路-骊山路华阴路:{      } 常规线路 惠民路保定路04：20—23：40  骊山路华阴路04：20—23：30 本线空调车  单一票价：2.00元 巴士一汽
48路 西区汽车站(吴中路中山西路)-中山西路虹桥路-安顺路凯旋路-香花桥(新华路定西路)-新华路番禺路-华山路淮海西路-华山路湖南路(幸福村)-华山路复兴西路-华山路长乐路-华山路乌鲁木齐中路-华山路延安中路-延安中路铜仁路-延安中路陕西北路-延安中路石门一路-延安中路重庆北路-普安路延安东路:{      } 常规线路 西区汽车站04:30-23:25 普安路延安东路04:30-23:15 本线空调车  单一票价：2.00元 巴士四汽
49路 汉口路江西中路-福州路福建中路-人民广场(人民大道西藏中路)-威海路黄陂北路-威海路石门一路-威海路陕西北路-延安中路铜仁路-常熟路华山路-常熟路淮海中路-宝庆路复兴中路-乌鲁木齐南路衡山路-乌鲁木齐南路建国西路-肇嘉浜路枫林路-斜土路枫林路-斜土路东安路-肿瘤医院(东安路零陵路)-东安新村(东安路中山南二路)-中山南二路宛平南路-上海游泳馆(中山南二路龙华西路)-上海体育馆:{      } 常规线路 汉口路江西中路04:45-23:50 上海体育馆04:45-23:00 本线空调车  单一票价：2.00元 巴士二汽
50路 朱梅路老沪闵路-上永彩管公司-蔷薇新村(朱梅路虹梅南路)-朱行[虹梅南路朱梅路]-罗秀路凌云路-罗秀路天等路-老沪闵路罗秀路-老沪闵路上中路-天等路上中西路-华东理工大学(天等路梅陇路)-化工四村(梅陇路龙州路)-凌云路梅陇路-嘉川路凌云路-虹梅南路梅陇路-沪闵路虹漕南路-沪闵路桂林路-沪闵路上海南站-沪闵路老沪闵路-漕河泾(沪闵路漕宝路)-漕溪路田林东路-漕溪北路裕德路-徐家汇漕溪北路-肇嘉浜路天平路(徐家汇)-肇嘉浜路东安路-东安路斜土路-肿瘤医院(东安路零陵路)-东安新村(东安路中山南二路):{      } 常规线路 朱梅路老沪闵路04：30—23：00 东安新村（东安路中山南二路）04：45—23：30 本线空调车  单一票价：2.00元 巴士二汽
51路 鸿兴路宝山路-宝山路同心路-虹口足球场-上农新村(中山北一路赤峰路)-新华一村(中山北一路甘河路)-大柏树逸仙路-逸仙路纪念路-江湾(逸仙路仁德路)-逸仙路场中路-逸仙路三门路-逸仙路安汾路-高境庙(逸仙路殷高路)-马桥(逸仙路高逸路)-逸仙路何家湾路-严家宅(逸仙路长逸路)-殷家浜(逸仙路淞发路)-张华浜(逸仙路长江路)-北张华浜(逸仙路安达路)-同济路泰和路-同济路水产路-水产路牡丹江路-永清路水产路-永清路双城路-永清路永乐路-永清路海江路-永清路宝杨路-宝杨路淞宝路-宝杨路宝东路-宝杨码头:{      } 常规线路 鸿兴路宝山路05:30—21:00  宝杨码头05:00—22:00 本线空调车  单一票价：2.00元 宝山巴士
52路 鲁迅公园-虹口足球场-上农新村(中山北一路赤峰路)-大柏树逸仙路-逸仙路纪念路-江湾(逸仙路仁德路)-逸仙路场中路-逸仙路三门路-高境庙(逸仙路殷高路)-马桥(逸仙路高逸路)-长江南路何家湾路-西塘桥(长江南路长逸路)-长江南路通南路-长江路长江南路-吴淞煤气厂(长江路淞南路):{      } 常规线路 鲁迅公园：05:00—23:30  吴淞煤气厂（长江路淞南路）：04:30—23:00 本线空调车  单一票价：2.00元 宝山巴士
54路 剑河路泉口路-平塘路甘溪路-仙霞西路剑河路-仙霞路哈密路-仙霞路青溪路-仙霞路威宁路-威宁路仙霞路-天山路天中路-天山路芙蓉江路-古北路天山路-长宁路古北路-长宁路锦屏路-长宁路娄山关路-长宁路中山西路-中山公园(长宁路汇川路)-长宁路江苏路-曹家渡(长宁路万航渡路)-长寿路武宁路-安远路胶州路-余姚路胶州路-海防路西康路-江宁路海防路-昌化路海防路:{      } 常规线路 剑河路泉口路04：10—23：20 昌化路海防路04：55—24：00  本线空调车  单一票价：2.00元 巴士四汽
55路 新开河(中山东二路新开河路)-中山东一路南京东路(南京东路外滩)-吴淞路闵行路-吴淞路海宁路-四平路溧阳路-四平路临平北路-邮电新村(四平路新港路)-四平路大连路-四平路赤峰路-四平路国权路-四平路国定路-五角场淞沪路-三门路新江湾城(三门路淞沪路):{      } 常规线路 中山东二路新开河路04：00—24：00 三门路淞沪路04：00—24：00  本线空调车  单一票价：2.00元 巴士一汽
56路 凌云路罗秀路-上中西路龙州路-罗秀路天等路-罗秀路老沪闵路-罗香路龙临路-罗香路长桥路-龙川路长桥三村-罗秀路龙川路-罗秀路龙吴路-港口(龙吴路龙瑞路)-上海植物园(龙吴路百色路)-龙吴路龙水南路-龙吴路黄石路-新龙华(龙吴路石龙路)-龙吴路龙漕路-龙华(龙吴路龙华西路)-上海体育场(天钥桥路中山南二路)-零陵路天钥桥路-漕溪北路裕德路-南丹路漕溪北路:{      } 常规线路 凌云路罗秀路04：20—22：50 南丹路漕溪北路04：30—23：00 本线空调车  单一票价：2.00元 巴士二汽
57路 龙柏新村(青杉路黄桦路)-红松路兰竹路-红松路黄桦路-红松路虹井路-上海动物园(虹井路虹桥路)-程家桥(虹桥路程家桥路)-虹桥路虹梅路-虹桥路虹许路-虹桥路水城路-虹桥开发区(延安西路娄山关路)-延安西路中山西路-延安西路凯旋路-延安西路定西路-延安西路番禺路-延安西路江苏路-延安西路镇宁路-南京西路乌鲁木齐北路:{      } 常规线路 龙柏新村04:10-23:00 南京西路04:45-23:35 本线空调车  单一票价：2.00元 巴士四汽
